student_id,enroll_month,channel,grade_band,sessions_per_week,assessment_gap,first8_attendance,tenure_months,churned,cac,revenue_to_date
S00397,11,organic,high,2,2.5,0.634,15.19,1,95,4784.85
S00398,13,walk_in,high,2,1.0,1.0,1.5,1,45,472.5
S00399,2,paid,elementary,1,1.4,0.972,3.1,1,495,976.5
S00400,3,organic,middle,2,1.9,0.826,27.0,0,95,8505.0
S00401,19,walk_in,middle,2,0.1,0.948,11.0,0,45,3465.0
S00402,7,organic,high,2,1.3,0.929,6.62,1,95,2085.3
S00403,14,paid,elementary,1,3.1,0.968,0.5,1,495,157.5
S00404,2,organic,middle,1,3.6,0.82,5.74,1,95,1808.1
S00405,11,walk_in,elementary,1,1.5,0.872,19.0,0,45,5985.0
S00406,27,paid,elementary,2,3.3,0.75,3.0,0,495,945.0
S00407,25,referral,elementary,2,1.2,0.735,5.0,0,60,1575.0
S00408,21,organic,high,2,0.9,0.849,3.05,1,95,960.75
S00409,10,referral,high,2,0.0,0.963,20.0,0,60,6300.0
S00410,16,referral,middle,2,2.5,0.814,11.69,1,60,3682.35
S00411,7,paid,high,1,1.3,0.885,1.12,1,495,352.8
S00412,4,walk_in,middle,2,3.8,0.866,11.13,1,45,3505.95
S00413,8,paid,elementary,1,1.9,0.897,1.1,1,495,346.5
S00414,20,paid,middle,2,1.8,0.904,10.0,0,495,3150.0
S00415,0,referral,college,1,0.0,1.0,25.02,1,60,7881.3
S00416,16,referral,middle,2,3.0,0.84,14.0,0,60,4410.0
S00417,21,organic,middle,2,1.3,0.893,9.0,0,95,2835.0
S00418,0,paid,college,1,1.5,0.919,25.27,1,495,7960.05
S00419,19,organic,elementary,2,0.0,0.765,4.28,1,95,1348.2
S00420,1,paid,high,2,2.5,0.98,0.5,1,495,157.5
S00421,12,referral,elementary,1,2.5,0.681,18.0,0,60,5670.0
S00422,0,organic,high,1,1.1,0.978,1.94,1,95,611.1
S00423,24,referral,high,1,1.7,0.86,6.0,0,60,1890.0
S00424,20,organic,high,1,2.0,0.967,2.81,1,95,885.15
S00425,9,walk_in,college,2,2.5,0.847,21.0,0,45,6615.0
S00426,22,paid,high,2,1.7,0.775,1.12,1,495,352.8
S00427,6,paid,college,1,3.2,0.909,4.42,1,495,1392.3
S00428,13,referral,elementary,1,1.4,0.893,6.21,1,60,1956.15
S00429,0,paid,middle,1,1.1,0.899,2.55,1,495,803.25
S00430,29,referral,elementary,1,1.2,0.89,1.0,0,60,315.0
S00431,5,organic,elementary,1,0.0,1.0,25.0,0,95,7875.0
S00432,13,paid,middle,1,0.9,0.985,5.63,1,495,1773.45
S00433,13,paid,high,1,2.6,0.844,0.5,1,495,157.5
S00434,4,walk_in,high,1,1.9,0.679,6.57,1,45,2069.55
S00435,9,organic,elementary,2,0.9,0.871,0.59,1,95,185.85
S00436,20,paid,college,2,2.0,0.877,10.0,0,495,3150.0
S00437,13,paid,elementary,1,0.0,1.0,10.11,1,495,3184.65
S00438,3,paid,elementary,2,1.4,0.935,22.67,1,495,7141.05
S00439,1,organic,high,2,2.1,0.851,5.34,1,95,1682.1
S00440,2,paid,high,2,2.3,0.984,6.56,1,495,2066.4
S00441,0,organic,high,2,1.0,0.899,1.31,1,95,412.65
S00442,23,organic,middle,1,2.5,0.82,3.99,1,95,1256.85
S00443,20,referral,middle,2,3.3,0.825,10.0,0,60,3150.0
S00444,11,organic,high,1,1.3,0.713,10.57,1,95,3329.55
S00445,12,paid,middle,1,2.3,0.938,9.76,1,495,3074.4
S00446,10,referral,high,1,0.2,0.974,19.76,1,60,6224.4
S00447,23,referral,high,1,0.0,0.905,7.0,0,60,2205.0
S00448,17,paid,middle,2,2.2,0.731,0.8,1,495,252.0
S00449,25,referral,high,1,1.7,0.883,5.0,0,60,1575.0
S00450,7,paid,middle,2,1.8,1.0,2.77,1,495,872.55
S00451,10,paid,high,2,1.1,0.836,3.78,1,495,1190.7
S00452,6,referral,middle,2,1.4,0.776,24.0,0,60,7560.0
S00453,13,paid,middle,1,2.4,0.874,3.47,1,495,1093.05
S00454,18,paid,middle,1,3.2,0.616,1.6,1,495,504.0
S00455,22,paid,middle,1,1.5,0.624,2.64,1,495,831.6
S00456,20,paid,middle,2,0.2,0.898,6.82,1,495,2148.3
S00457,4,paid,elementary,1,2.8,0.734,2.0,1,495,630.0
S00458,0,referral,college,1,2.2,0.807,1.56,1,60,491.4
S00459,24,paid,college,1,2.3,0.772,0.71,1,495,223.65
S00460,7,paid,elementary,1,1.8,0.892,3.06,1,495,963.9
S00461,11,referral,college,1,3.7,0.745,2.66,1,60,837.9
S00462,17,paid,middle,1,1.7,0.794,0.82,1,495,258.3
S00463,7,organic,elementary,2,2.1,0.811,23.0,0,95,7245.0
S00464,1,referral,high,1,0.0,1.0,0.5,1,60,157.5
S00465,14,paid,middle,2,1.1,1.0,16.0,0,495,5040.0
S00466,4,referral,high,2,1.0,1.0,2.79,1,60,878.85
S00467,19,referral,high,1,1.6,0.941,1.77,1,60,557.55
S00468,24,paid,middle,2,2.0,0.504,6.0,0,495,1890.0
S00469,25,referral,elementary,1,1.0,0.781,5.0,0,60,1575.0
S00470,5,organic,high,1,3.2,0.758,1.1,1,95,346.5
S00471,24,paid,high,2,0.7,0.948,6.0,0,495,1890.0
S00472,20,referral,high,2,1.2,0.725,10.0,0,60,3150.0
S00473,1,paid,elementary,1,1.9,1.0,1.72,1,495,541.8
S00474,4,paid,high,2,0.5,0.967,1.05,1,495,330.75
S00475,4,paid,high,1,2.2,0.769,21.84,1,495,6879.6
S00476,26,paid,middle,1,2.2,0.856,4.0,0,495,1260.0
S00477,10,paid,middle,1,1.4,0.835,5.64,1,495,1776.6
S00478,17,paid,middle,1,3.4,0.7,13.0,0,495,4095.0
S00479,1,organic,elementary,1,1.7,0.916,6.62,1,95,2085.3
S00480,25,organic,elementary,1,1.9,0.801,5.0,0,95,1575.0
S00481,13,organic,middle,1,0.8,0.745,17.0,0,95,5355.0
S00482,27,paid,elementary,2,0.1,0.882,3.0,0,495,945.0
S00483,13,walk_in,high,2,1.1,0.895,17.0,0,45,5355.0
S00484,20,organic,middle,1,1.4,0.755,10.0,0,95,3150.0
S00485,15,paid,middle,1,1.2,1.0,10.8,1,495,3402.0
S00486,23,organic,elementary,2,2.3,0.733,0.5,1,95,157.5
S00487,10,paid,middle,1,0.0,1.0,20.0,0,495,6300.0
S00488,5,walk_in,high,1,0.6,1.0,20.47,1,45,6448.05
S00489,7,walk_in,middle,2,0.0,0.853,23.0,0,45,7245.0
S00490,22,organic,middle,1,2.9,0.821,0.5,1,95,157.5
S00491,17,organic,middle,2,1.1,1.0,13.0,0,95,4095.0
S00492,19,walk_in,middle,2,1.2,0.882,8.0,1,45,2520.0
S00493,1,paid,high,1,0.7,0.774,0.64,1,495,201.6
S00494,27,paid,elementary,1,2.5,0.837,0.5,1,495,157.5
S00495,1,organic,middle,1,1.3,1.0,13.79,1,95,4343.85
S00496,0,referral,high,1,1.9,0.688,19.19,1,60,6044.85
S00497,22,organic,elementary,2,0.0,1.0,8.0,0,95,2520.0
S00498,22,paid,college,1,2.7,0.817,8.0,0,495,2520.0
S00499,5,organic,middle,1,2.0,0.834,7.13,1,95,2245.95
S00500,23,paid,elementary,2,2.2,0.815,7.0,0,495,2205.0
S00501,4,referral,high,1,2.8,0.776,8.09,1,60,2548.35
S00502,26,referral,high,1,1.5,0.984,4.0,0,60,1260.0
S00503,7,paid,middle,1,1.5,0.935,5.52,1,495,1738.8
S00504,1,referral,high,1,2.3,0.724,4.44,1,60,1398.6
S00505,17,paid,elementary,2,2.0,1.0,9.59,1,495,3020.85
S00506,9,organic,middle,1,1.4,0.732,10.98,1,95,3458.7
S00507,7,paid,high,1,1.7,0.934,9.04,1,495,2847.6
S00508,6,organic,high,2,1.2,0.924,12.91,1,95,4066.65
S00509,19,organic,middle,1,2.3,0.966,2.65,1,95,834.75
S00510,13,referral,middle,2,2.5,0.884,2.58,1,60,812.7
S00511,19,referral,middle,1,1.7,0.977,11.0,0,60,3465.0
S00512,19,organic,middle,1,3.3,0.786,11.0,0,95,3465.0
S00513,12,referral,middle,1,0.3,1.0,12.27,1,60,3865.05
S00514,24,referral,high,2,1.4,0.933,6.0,0,60,1890.0
S00515,27,paid,high,1,3.2,1.0,2.29,1,495,721.35
S00516,16,organic,high,1,1.3,0.803,3.42,1,95,1077.3
S00517,22,paid,high,1,0.2,1.0,2.49,1,495,784.35
S00518,14,organic,elementary,1,2.9,0.858,9.83,1,95,3096.45
S00519,4,paid,high,1,2.1,0.863,0.61,1,495,192.15
S00520,22,organic,middle,1,0.6,0.849,0.5,1,95,157.5
S00521,6,paid,high,2,2.4,0.899,1.55,1,495,488.25
S00522,4,organic,elementary,1,0.7,0.744,6.91,1,95,2176.65
S00523,3,paid,middle,1,0.4,0.769,1.56,1,495,491.4
S00524,29,paid,high,1,1.5,0.949,0.5,1,495,157.5
S00525,21,paid,elementary,1,1.2,0.713,9.0,0,495,2835.0
S00526,26,organic,elementary,2,0.7,1.0,4.0,0,95,1260.0
S00527,5,walk_in,middle,1,1.3,0.849,16.39,1,45,5162.85
S00528,20,organic,high,2,0.8,0.95,10.0,0,95,3150.0
S00529,13,organic,elementary,1,1.7,0.87,0.5,1,95,157.5
S00530,1,organic,high,2,1.6,0.932,4.95,1,95,1559.25
S00531,2,organic,elementary,2,2.3,0.824,7.14,1,95,2249.1
S00532,27,paid,elementary,1,1.2,0.844,3.0,0,495,945.0
S00533,26,referral,middle,2,0.5,0.922,4.0,0,60,1260.0
S00534,8,referral,high,2,0.5,1.0,8.03,1,60,2529.45
S00535,22,organic,high,1,1.4,1.0,3.15,1,95,992.25
S00536,23,organic,high,2,3.0,0.963,7.0,0,95,2205.0
S00537,19,organic,elementary,1,2.4,0.87,11.0,0,95,3465.0
S00538,27,referral,high,1,1.1,0.867,3.0,0,60,945.0
S00539,20,paid,middle,2,2.5,0.661,10.0,0,495,3150.0
S00540,2,walk_in,middle,2,0.6,1.0,24.74,1,45,7793.1
S00541,10,paid,high,1,2.6,0.914,20.0,0,495,6300.0
S00542,11,paid,high,1,1.3,0.835,0.5,1,495,157.5
S00543,5,referral,middle,1,2.4,0.919,25.0,0,60,7875.0
S00544,25,referral,high,2,2.2,1.0,5.0,0,60,1575.0
S00545,0,organic,elementary,1,1.4,0.886,0.59,1,95,185.85
S00546,23,organic,elementary,2,2.0,0.985,7.0,0,95,2205.0
S00547,12,paid,high,2,0.7,0.961,18.0,0,495,5670.0
S00548,0,paid,elementary,2,1.6,0.696,5.25,1,495,1653.75
S00549,27,organic,middle,1,2.6,0.769,0.5,1,95,157.5
S00550,23,paid,middle,2,4.0,0.733,1.54,1,495,485.1
S00551,0,paid,elementary,2,2.3,0.913,2.59,1,495,815.85
S00552,23,organic,high,1,1.7,0.767,0.5,1,95,157.5
S00553,5,organic,high,1,0.7,0.859,10.01,1,95,3153.15
S00554,4,organic,elementary,1,2.6,0.716,9.83,1,95,3096.45
S00555,15,organic,elementary,2,0.2,0.945,6.07,1,95,1912.05
S00556,8,walk_in,high,1,0.9,0.906,6.72,1,45,2116.8
S00557,2,organic,high,2,2.0,0.976,7.97,1,95,2510.55
S00558,15,organic,high,1,0.6,0.999,15.0,0,95,4725.0
S00559,8,organic,middle,2,3.0,0.842,5.31,1,95,1672.65
S00560,9,paid,middle,2,2.6,0.868,5.29,1,495,1666.35
S00561,22,organic,middle,2,1.1,0.921,8.0,0,95,2520.0
S00562,4,paid,elementary,2,1.2,0.917,15.28,1,495,4813.2
S00563,6,organic,middle,1,0.5,1.0,19.03,1,95,5994.45
S00564,16,organic,elementary,2,0.4,0.667,4.06,1,95,1278.9
S00565,9,referral,elementary,1,2.1,0.825,21.0,0,60,6615.0
S00566,17,organic,middle,1,2.2,0.874,0.67,1,95,211.05
S00567,8,paid,elementary,2,2.0,0.993,9.4,1,495,2961.0
S00568,7,paid,middle,2,1.9,0.753,13.54,1,495,4265.1
S00569,6,paid,high,2,1.2,0.943,24.0,0,495,7560.0
S00570,0,referral,high,1,2.0,0.943,30.0,0,60,9450.0
S00571,24,organic,college,2,0.3,0.896,6.0,0,95,1890.0
S00572,9,walk_in,high,2,1.7,0.672,1.43,1,45,450.45
S00573,28,walk_in,middle,1,3.0,0.764,2.0,0,45,630.0
S00574,28,paid,high,1,2.9,0.676,1.18,1,495,371.7
S00575,17,organic,middle,2,1.2,0.976,13.0,0,95,4095.0
S00576,27,paid,high,1,1.4,0.782,0.5,1,495,157.5
S00577,7,paid,elementary,2,2.9,1.0,23.0,0,495,7245.0
S00578,3,referral,middle,2,3.3,0.826,26.0,1,60,8190.0
S00579,7,organic,college,2,0.3,0.856,12.18,1,95,3836.7
S00580,5,walk_in,middle,2,1.3,0.844,25.0,0,45,7875.0
S00581,20,walk_in,middle,2,1.9,0.753,3.5,1,45,1102.5
S00582,8,organic,high,2,2.8,0.875,7.75,1,95,2441.25
S00583,21,organic,middle,1,0.9,1.0,9.0,0,95,2835.0
S00584,25,organic,high,1,2.2,0.816,2.15,1,95,677.25
S00585,24,referral,elementary,2,1.4,0.997,6.0,0,60,1890.0
S00586,5,walk_in,elementary,2,3.8,0.684,25.0,0,45,7875.0
S00587,4,walk_in,elementary,2,2.0,0.902,3.81,1,45,1200.15
S00588,24,paid,elementary,1,1.5,1.0,4.1,1,495,1291.5
S00589,5,paid,college,1,1.4,0.721,16.34,1,495,5147.1
S00590,25,paid,elementary,1,2.6,0.957,5.0,0,495,1575.0
S00591,10,paid,elementary,2,2.3,0.984,8.6,1,495,2709.0
S00592,13,walk_in,middle,2,0.7,0.72,17.0,0,45,5355.0
S00593,12,paid,high,1,1.9,0.695,6.41,1,495,2019.15
S00594,28,organic,high,1,0.4,0.813,2.0,0,95,630.0
S00595,24,paid,middle,1,1.0,1.0,0.51,1,495,160.65
S00596,4,organic,elementary,1,0.5,0.869,25.91,1,95,8161.65
S00597,2,referral,high,1,0.5,0.898,6.97,1,60,2195.55
S00598,22,referral,elementary,1,1.0,0.971,8.0,0,60,2520.0
S00599,8,paid,elementary,1,0.8,0.915,19.38,1,495,6104.7
S00600,17,referral,elementary,2,2.1,0.889,7.19,1,60,2264.85
S00601,3,referral,middle,1,2.4,0.795,3.03,1,60,954.45
S00602,2,organic,college,2,1.4,1.0,6.03,1,95,1899.45
S00603,24,organic,high,1,0.6,0.826,2.66,1,95,837.9
S00604,22,organic,middle,1,2.4,1.0,5.05,1,95,1590.75
S00605,21,organic,middle,2,0.0,0.921,9.0,0,95,2835.0
S00606,28,organic,high,1,0.0,0.851,2.0,0,95,630.0
S00607,24,paid,middle,2,2.3,0.926,6.0,0,495,1890.0
S00608,18,walk_in,middle,2,2.3,0.904,12.0,0,45,3780.0
S00609,9,organic,elementary,2,2.5,0.628,16.35,1,95,5150.25
S00610,6,walk_in,elementary,1,1.5,0.895,24.0,0,45,7560.0
S00611,15,paid,high,2,0.5,0.787,0.5,1,495,157.5
S00612,24,referral,middle,2,1.2,0.813,3.8,1,60,1197.0
S00613,26,paid,high,2,2.2,0.946,4.0,0,495,1260.0
S00614,7,organic,elementary,1,1.0,0.798,16.74,1,95,5273.1
S00615,0,referral,high,1,1.0,0.932,6.9,1,60,2173.5
S00616,0,organic,middle,2,0.4,0.898,30.0,0,95,9450.0
S00617,24,organic,high,1,0.6,1.0,6.0,0,95,1890.0
S00618,26,referral,middle,1,2.4,0.819,0.99,1,60,311.85
S00619,23,paid,middle,1,2.1,0.714,5.41,1,495,1704.15
S00620,27,organic,high,2,0.6,0.809,3.0,0,95,945.0
S00621,13,organic,middle,1,0.7,0.807,17.0,0,95,5355.0
S00622,20,walk_in,high,2,1.2,0.918,10.0,0,45,3150.0
S00623,23,organic,elementary,2,2.2,0.858,3.03,1,95,954.45
S00624,16,referral,middle,1,0.6,1.0,14.0,0,60,4410.0
S00625,22,organic,middle,2,1.5,0.909,8.0,0,95,2520.0
S00626,26,referral,elementary,2,0.0,0.972,4.0,0,60,1260.0
S00627,5,organic,elementary,2,0.5,0.971,6.85,1,95,2157.75
S00628,25,paid,middle,2,2.0,0.853,3.95,1,495,1244.25
S00629,29,organic,elementary,1,2.5,0.857,1.0,0,95,315.0
S00630,8,paid,high,1,0.6,0.997,13.53,1,495,4261.95
S00631,28,referral,elementary,2,1.0,0.999,2.0,0,60,630.0
S00632,15,organic,elementary,1,2.4,0.769,15.0,0,95,4725.0
S00633,7,organic,college,1,1.3,0.684,23.0,0,95,7245.0
S00634,24,referral,middle,2,1.2,0.814,6.0,0,60,1890.0
S00635,28,paid,middle,2,2.1,0.894,2.0,0,495,630.0
S00636,14,organic,elementary,2,1.8,0.602,4.45,1,95,1401.75
S00637,16,paid,elementary,2,2.7,0.783,11.26,1,495,3546.9
S00638,2,paid,middle,1,2.4,0.878,0.5,1,495,157.5
S00639,15,referral,high,2,1.1,0.845,15.0,0,60,4725.0
S00640,5,organic,elementary,1,1.6,0.742,6.04,1,95,1902.6
S00641,23,referral,high,1,1.6,1.0,7.0,0,60,2205.0
S00642,3,paid,college,2,0.4,1.0,27.0,0,495,8505.0
S00643,27,referral,middle,2,0.8,0.892,3.0,0,60,945.0
S00644,6,organic,middle,2,2.5,0.99,2.46,1,95,774.9
S00645,7,referral,elementary,1,0.2,1.0,23.0,0,60,7245.0
S00646,11,referral,elementary,1,2.6,0.695,19.0,0,60,5985.0
S00647,3,paid,middle,2,1.9,1.0,5.93,1,495,1867.95
S00648,16,organic,high,2,1.5,0.786,14.0,0,95,4410.0
S00649,25,walk_in,elementary,1,2.1,0.813,5.0,0,45,1575.0
S00650,15,referral,high,2,2.1,0.741,2.27,1,60,715.05
S00651,13,organic,high,1,2.8,0.819,9.86,1,95,3105.9
S00652,29,referral,elementary,1,1.3,0.733,1.0,0,60,315.0
S00653,16,organic,elementary,2,1.5,0.888,1.97,1,95,620.55
S00654,19,paid,high,1,1.4,0.992,6.18,1,495,1946.7
S00655,14,referral,high,2,3.4,0.827,6.42,1,60,2022.3
S00656,2,paid,middle,2,2.5,0.815,28.0,0,495,8820.0
S00657,26,organic,high,1,0.8,1.0,4.0,0,95,1260.0
S00658,29,organic,elementary,2,1.4,0.794,1.0,0,95,315.0
S00659,17,organic,middle,1,1.0,0.997,6.36,1,95,2003.4
S00660,16,organic,elementary,1,1.7,0.826,5.55,1,95,1748.25
S00661,21,organic,middle,1,1.9,0.874,9.0,0,95,2835.0
S00662,29,organic,elementary,1,3.7,0.773,1.0,0,95,315.0
S00663,23,organic,elementary,2,0.0,0.97,7.0,0,95,2205.0
S00664,8,paid,high,2,2.6,0.833,10.02,1,495,3156.3
S00665,0,organic,middle,1,2.1,0.755,3.52,1,95,1108.8
S00666,29,referral,high,1,1.0,0.828,1.0,0,60,315.0
S00667,16,walk_in,high,2,1.5,0.937,14.0,0,45,4410.0
S00668,3,organic,middle,1,1.2,0.87,1.44,1,95,453.6
S00669,18,paid,elementary,1,1.7,0.731,7.53,1,495,2371.95
S00670,5,paid,high,1,2.6,0.741,0.67,1,495,211.05
S00671,3,organic,elementary,2,0.3,0.866,21.38,1,95,6734.7
S00672,26,organic,elementary,1,2.9,0.799,4.0,0,95,1260.0
S00673,5,walk_in,middle,1,1.3,0.896,0.8,1,45,252.0
S00674,22,paid,elementary,1,3.0,0.81,3.62,1,495,1140.3
S00675,2,referral,elementary,2,2.0,0.793,23.38,1,60,7364.7
S00676,12,organic,high,1,2.8,0.811,5.19,1,95,1634.85
S00677,12,paid,high,1,2.2,0.685,2.26,1,495,711.9
S00678,19,referral,middle,1,2.6,0.5,3.55,1,60,1118.25
S00679,23,referral,middle,2,1.7,0.872,7.0,0,60,2205.0
S00680,15,organic,elementary,1,0.9,0.712,2.83,1,95,891.45
S00681,7,paid,middle,1,2.3,0.727,7.29,1,495,2296.35
S00682,26,organic,middle,1,2.3,0.698,4.0,0,95,1260.0
S00683,26,referral,college,1,3.6,0.841,4.0,0,60,1260.0
S00684,25,organic,elementary,2,0.0,0.821,5.0,0,95,1575.0
S00685,2,organic,high,1,1.5,0.897,0.88,1,95,277.2
S00686,1,referral,college,1,2.6,0.763,1.91,1,60,601.65
S00687,10,paid,middle,1,0.5,0.775,20.0,0,495,6300.0
S00688,5,paid,high,1,1.5,0.693,6.23,1,495,1962.45
S00689,6,walk_in,high,1,3.6,0.822,24.0,0,45,7560.0
S00690,20,organic,high,1,2.9,0.845,5.13,1,95,1615.95
S00691,28,organic,elementary,1,0.9,0.978,2.0,0,95,630.0
S00692,23,paid,middle,2,3.0,1.0,7.0,0,495,2205.0
S00693,5,organic,high,1,2.7,0.841,4.96,1,95,1562.4
S00694,18,organic,elementary,1,2.4,0.856,12.0,0,95,3780.0
S00695,25,paid,middle,1,2.0,0.829,4.23,1,495,1332.45
S00696,26,walk_in,elementary,1,1.9,0.859,4.0,0,45,1260.0
S00697,15,paid,high,1,0.9,0.853,0.61,1,495,192.15
S00698,3,paid,high,2,1.2,0.8,2.28,1,495,718.2
S00699,8,organic,elementary,1,2.3,1.0,1.74,1,95,548.1
S00700,24,paid,high,1,1.8,0.646,1.59,1,495,500.85
S00701,12,referral,high,2,3.3,0.831,14.82,1,60,4668.3
S00702,8,paid,elementary,2,1.4,0.938,9.34,1,495,2942.1
S00703,3,referral,middle,2,0.0,0.968,27.0,0,60,8505.0
S00704,18,paid,high,1,1.4,0.763,1.66,1,495,522.9
S00705,18,organic,middle,2,1.9,0.845,3.09,1,95,973.35
S00706,26,paid,middle,2,2.0,0.811,4.0,0,495,1260.0
S00707,20,paid,college,1,1.7,0.737,0.5,1,495,157.5
S00708,20,organic,middle,2,0.9,0.906,2.21,1,95,696.15
S00709,13,paid,middle,1,3.0,0.751,0.5,1,495,157.5
S00710,21,referral,elementary,2,1.1,0.841,1.68,1,60,529.2
S00711,23,organic,elementary,1,2.3,0.902,7.0,0,95,2205.0
S00712,27,paid,high,1,1.4,0.751,3.0,0,495,945.0
S00713,22,referral,high,1,0.6,0.952,8.0,0,60,2520.0
S00714,23,paid,high,2,2.9,0.753,0.5,1,495,157.5
S00715,20,organic,middle,1,0.0,0.977,4.44,1,95,1398.6
S00716,20,organic,middle,2,0.9,0.917,3.22,1,95,1014.3
S00717,22,paid,middle,1,2.1,0.862,8.0,0,495,2520.0
S00718,17,paid,high,1,1.4,0.759,8.05,1,495,2535.75
S00719,12,paid,middle,1,2.4,0.737,4.64,1,495,1461.6
S00720,17,organic,middle,2,1.6,0.784,13.0,0,95,4095.0
S00721,4,referral,middle,1,1.3,0.89,16.85,1,60,5307.75
S00722,8,walk_in,high,2,3.6,0.87,5.33,1,45,1678.95
S00723,15,organic,elementary,1,1.5,0.981,0.74,1,95,233.1
S00724,29,organic,elementary,2,1.5,0.827,1.0,0,95,315.0
S00725,13,organic,elementary,2,0.7,0.927,10.91,1,95,3436.65
S00726,13,referral,elementary,1,1.0,0.707,7.27,1,60,2290.05
S00727,4,walk_in,high,1,2.3,0.582,0.66,1,45,207.9
S00728,13,organic,high,1,2.2,0.735,1.4,1,95,441.0
S00729,20,organic,high,1,1.7,0.78,10.0,0,95,3150.0
S00730,11,organic,middle,1,1.0,0.714,0.5,1,95,157.5
S00731,13,paid,elementary,2,2.3,0.65,5.71,1,495,1798.65
S00732,22,walk_in,middle,1,0.1,0.983,8.0,0,45,2520.0
S00733,20,organic,high,1,1.4,0.778,2.77,1,95,872.55
S00734,11,organic,middle,1,1.5,0.677,0.5,1,95,157.5
S00735,5,paid,middle,2,0.9,1.0,0.9,1,495,283.5
S00736,26,paid,middle,1,1.8,0.866,2.63,1,495,828.45
S00737,7,referral,elementary,1,1.1,0.844,23.0,0,60,7245.0
S00738,13,paid,middle,1,1.0,0.958,2.8,1,495,882.0
S00739,2,organic,middle,1,3.3,0.696,28.0,0,95,8820.0
S00740,8,organic,middle,1,2.4,0.994,2.12,1,95,667.8
S00741,27,walk_in,elementary,1,2.8,0.633,3.0,0,45,945.0
S00742,2,referral,high,1,1.7,0.708,27.79,1,60,8753.85
S00743,20,organic,middle,1,2.6,0.796,1.14,1,95,359.1
S00744,22,referral,middle,2,2.4,0.756,6.17,1,60,1943.55
S00745,9,organic,elementary,1,2.8,0.956,21.0,0,95,6615.0
S00746,12,referral,high,1,3.8,0.581,6.12,1,60,1927.8
S00747,1,organic,middle,1,1.5,0.78,2.66,1,95,837.9
S00748,7,referral,middle,1,1.9,0.868,18.2,1,60,5733.0
S00749,10,organic,high,2,1.6,0.937,4.66,1,95,1467.9
S00750,1,paid,high,1,0.0,1.0,10.45,1,495,3291.75
S00751,23,paid,high,1,0.4,0.947,7.0,0,495,2205.0
S00752,19,paid,middle,1,1.7,1.0,11.0,0,495,3465.0
S00753,26,organic,high,1,2.3,0.771,4.0,0,95,1260.0
S00754,18,organic,middle,2,1.2,0.912,12.0,0,95,3780.0
S00755,4,organic,college,1,2.7,0.899,3.08,1,95,970.2
S00756,2,organic,high,1,2.8,0.766,4.22,1,95,1329.3
S00757,27,organic,high,1,1.3,0.836,3.0,0,95,945.0
S00758,19,organic,high,2,3.0,0.761,11.0,0,95,3465.0
S00759,6,paid,middle,1,3.3,0.707,4.52,1,495,1423.8
S00760,29,organic,high,2,2.1,0.728,1.0,0,95,315.0
S00761,1,paid,elementary,2,0.8,0.849,1.61,1,495,507.15
S00762,16,organic,college,1,3.0,0.621,10.9,1,95,3433.5
S00763,3,organic,high,1,1.5,0.9,27.0,0,95,8505.0
S00764,0,organic,elementary,2,1.4,0.708,30.0,0,95,9450.0
S00765,0,referral,elementary,1,1.8,1.0,30.0,0,60,9450.0
S00766,9,organic,middle,1,1.2,1.0,21.0,0,95,6615.0
S00767,7,paid,high,1,2.7,0.925,0.5,1,495,157.5
S00768,23,referral,elementary,1,2.4,0.794,2.17,1,60,683.55
S00769,23,paid,college,2,2.8,0.755,7.0,0,495,2205.0
S00770,25,walk_in,middle,2,2.2,0.981,5.0,0,45,1575.0
S00771,14,walk_in,college,1,1.0,0.9,8.85,1,45,2787.75
S00772,1,organic,high,1,1.6,0.915,0.9,1,95,283.5
S00773,23,referral,middle,2,2.5,0.754,1.18,1,60,371.7
S00774,22,organic,middle,2,1.3,1.0,8.0,0,95,2520.0
S00775,2,organic,elementary,2,4.0,0.677,2.03,1,95,639.45
S00776,16,paid,elementary,2,1.5,0.889,14.0,0,495,4410.0
S00777,22,paid,middle,2,1.2,0.701,2.76,1,495,869.4
S00778,27,walk_in,high,2,2.7,0.752,3.0,0,45,945.0
S00779,4,organic,high,1,2.4,0.872,15.07,1,95,4747.05
S00780,21,referral,middle,1,1.7,0.799,9.0,0,60,2835.0
S00781,9,paid,college,1,1.5,0.808,1.64,1,495,516.6
S00782,18,organic,elementary,2,2.1,0.937,1.16,1,95,365.4
S00783,28,walk_in,college,2,2.5,0.824,0.9,1,45,283.5
S00784,19,referral,high,1,2.4,0.953,11.0,0,60,3465.0
S00785,21,organic,elementary,1,1.4,0.597,9.0,0,95,2835.0
S00786,29,walk_in,high,1,2.1,0.892,1.0,0,45,315.0
S00787,21,organic,high,1,2.5,0.868,2.53,1,95,796.95
S00788,24,organic,high,1,2.4,0.647,4.89,1,95,1540.35
S00789,19,organic,high,1,0.0,0.782,11.0,0,95,3465.0
S00790,13,walk_in,middle,1,0.9,0.98,17.0,0,45,5355.0
S00791,11,organic,middle,2,1.0,0.782,19.0,0,95,5985.0
S00792,22,walk_in,middle,2,1.5,0.807,8.0,0,45,2520.0
S00793,18,paid,high,1,1.9,0.904,1.26,1,495,396.9
S00794,12,organic,high,1,2.5,0.775,4.01,1,95,1263.15
S00795,12,paid,elementary,1,2.3,0.873,2.38,1,495,749.7
S00796,23,paid,high,1,1.6,0.757,7.0,0,495,2205.0
S00797,23,paid,elementary,1,1.7,0.88,7.0,0,495,2205.0
